Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses02F_impro07_F037,[202.5700-204.2100]:,thanks,exc,4.0,3.0,4.0,6
Ses02F_impro08_F000,[005.0720-009.3683]:,hi my name is shiloh welcome to airline six hi how may i help you,neu,3.5,3.0,3.5,0
Ses02F_impro08_M000,[006.2070-008.1700]:,yeah hello,fru,2.5,3.0,3.5,1
Ses02F_impro08_M001,[009.4065-017.6256]:,ok i ve i ve just been talking to this machine for the past half hour and i can t can t get anything done i ve been trying to book this vacation this entire time,fru,2.0,3.5,4.5,1
Ses02F_impro08_F001,[017.0726-018.7868]:,all right sir,neu,4.0,2.5,3.5,0
Ses02F_impro08_M002,[017.6532-022.1184]:,i know i m sorry it s it s just that it s been a little frustrating because,fru,2.5,3.0,4.0,1
Ses02F_impro08_F002,[020.8328-025.5744]:,i completely understand automated system are very difficult sometimes,neu,4.0,3.0,4.0,0
Ses02F_impro08_M003,[025.2703-026.3762]:,okay,neu,3.0,2.5,3.5,0
Ses02F_impro08_F003,[026.0444-029.5192]:,um how may i help you you re trying to book a specific flight,neu,4.0,2.5,3.0,0
Ses02F_impro08_M004,[029.1963-035.8594]:,well yeah i mean i heard there wa like these package deal and that maybe i could get a like a hotel or something like that and,fru,3.0,3.5,3.5,1
Ses02F_impro08_F004,[034.4217-041.7070]:,oh yeah absolutely you know and especially because you ve been waiting so long and i know that um you ve been having a difficult time,neu,3.5,3.0,4.0,0
Ses02F_impro08_F005,[041.7208-049.8355]:,i want to definitely give you our special package today which um is usually only for valued customer who have a record of having previous,neu,4.0,3.0,4.0,0
Ses02F_impro08_F006,[049.8493-056.3328]:,um lot of purchase but we re gonna go ahead and give that to you anyway uh just to make sure that you re happy with your service here,neu,3.5,3.5,4.0,0
Ses02F_impro08_M005,[055.8649-061.4450]:,you you can do that you can do that now i don t have to get like transferred through or anything like that,neu,3.0,3.0,3.0,0
Ses02F_impro08_F007,[056.3466-057.4525]:,is that all right,neu,4.0,2.5,3.5,0
Ses02F_impro08_F008,[057.5493-062.4568]:,i can do that right now for you no absolutely i can take care of you all the way through to the end,neu,4.0,3.0,3.5,0
Ses02F_impro08_F009,[062.4706-066.7146]:,all i m going to need is your credit card number but just give me one moment so,neu,3.5,3.0,3.0,0
Ses02F_impro08_M006,[062.4430-064.3092]:,breathing that s good,neu,4.0,2.5,3.0,0
Ses02F_impro08_F010,[066.7422-079.4747]:,um you re scheduling a flight a well and you would like to um we have a highly discounted hotel rate that go along with that so that everything is all in one deal you re taken care of by the time that you get there,neu,3.5,3.0,4.0,0
Ses02F_impro08_M007,[078.2023-087.4005]:,all right i want to make sure it s like a nice hotel i mean mean i m gonna be paying a lot of money for this so i don t wanna i don t wanna you know i don t wanna to be a waste of time,neu,3.0,4.0,4.0,0
Ses02F_impro08_F011,[081.6722-084.0361]:,absolutely we we,neu,3.5,2.5,3.5,0
Ses02F_impro08_F012,[086.4414-099.3203]:,yes i completely understand actually our our airline only u five star hotel and above except we charge at a three star hotel rate because a a corporation we are able to get a deal from the hotel themselves,neu,3.5,3.5,4.0,0
Ses02F_impro08_F013,[099.3367-107.9377]:,so you will absolutely be in a high rated great hotel and we can make sure that it s in a area of town that you like a well,neu,3.5,3.0,4.0,0
Ses02F_impro08_M008,[107.6198-109.3063]:,okay so,neu,3.0,3.0,3.0,0
Ses02F_impro08_F014,[108.8601-110.2602]:,yeah,neu,4.0,3.0,3.0,0
Ses02F_impro08_M009,[109.8178-116.1077]:,well you know we wanted to we wanted to go to maui and that wa a,neu,3.5,4.0,3.5,0
Ses02F_impro08_F015,[114.0341-115.5271]:,okay,neu,4.0,2.5,3.0,0
Ses02F_impro08_M010,[116.1630-120.5591]:,you know the kid wanna go to the beach and stuff and so um,neu,3.0,4.0,3.5,0
Ses02F_impro08_F016,[118.9969-122.0827]:,great how many seat,neu,3.5,2.5,3.0,0
Ses02F_impro08_M011,[122.0458-123.6128]:,well it s gonna be four of them,neu,3.0,3.0,3.0,0
Ses02F_impro08_F017,[123.3930-126.3472]:,okay great four seat i ll book you for four seat,neu,4.0,3.5,3.5,0
Ses02F_impro08_M012,[125.5349-127.8996]:,all right and can they like all get together,neu,2.5,3.5,3.5,0
Ses02F_impro08_F018,[126.9596-130.7963]:,oh yeah absolutely um would you like window seat or aisle,neu,4.0,3.5,3.5,0
Ses02F_impro08_M013,[130.3879-134.9498]:,um you know window is nice i guess,neu,3.5,3.0,2.5,0
Ses02F_impro08_F019,[133.8439-143.7972]:,okay i can do um a win two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two and switch around maybe,neu,3.5,4.0,4.0,0
Ses02F_impro08_F020,[146.3132-148.7047]:,okay great what time of the day would you like,neu,3.5,3.0,3.0,0
Ses02F_impro08_M015,[148.3729-154.4831]:,uh well yeah i think we were just you know whenever best available i guess you know,neu,3.0,3.0,3.0,0
Ses02F_impro08_F021,[153.6399-162.0139]:,all right great well we have a very open flight that leaf at nine a m and fortunately uh the time change actually go um backwards from that,neu,3.5,2.5,4.0,0
Ses02F_impro08_F022,[162.0146-173.1274]:,so it s a five hour flight but you ll arrive only at eleven a clock in the morning so that day you can have plenty of time to get to your hotel rest up and then still have a nice afternoon your first afternoon in maui,neu,3.5,3.5,4.0,0
Ses02F_impro08_M016,[171.9981-177.3618]:,and like there s there s shuttle or something that i can get to the hotel,neu,3.0,3.0,2.5,0
Ses02F_impro08_F023,[175.2053-185.2554]:,absolutely that actually go in on the same package with our hotel you just give me your address we ll come and pick up a time that allows you to get to your flight with plenty of time to spare,neu,3.5,3.0,4.0,0
Ses02F_impro08_F024,[185.2692-190.5223]:,and a there will also be a shuttle waiting for you to take you to the appropriate hotel,neu,3.5,3.5,4.0,0
Ses02F_impro08_F025,[193.5359-199.2729]:,yeah i completely understand it s a difficult process sometimes and we want to make traveling a easy a possible,neu,4.0,3.5,4.0,0
Ses02F_impro08_M018,[199.1070-202.0927]:,all right so we re confirmed then or do you all right,neu,3.5,2.5,3.0,0
Ses02F_impro08_F026,[200.4894-205.6457]:,absolutely thank you so much for calling and we hope that you will come to u again,neu,4.0,3.0,4.0,0
Ses02F_impro08_M019,[204.6773-205.9775]:,okay,neu,4.0,2.5,2.5,0
Ses02F_impro08_F027,[205.6872-207.1232]:,thank you,neu,4.0,3.0,4.0,0
Ses02F_script01_1_F004,[033.2025-035.1973]:,did you talk to him,sad,2.0,2.0,3.0,3
Ses02F_script01_1_F005,[039.1000-041.8600]:,he cried hard,sad,2.0,2.0,2.5,3
Ses02F_script01_1_F006,[044.8800-047.1900]:,what wa he doing out here at that hour,sad,2.0,2.5,3.0,3
Ses02F_script01_1_F011,[078.2300-080.2700]:,what do you want to do argue with him,fru,2.5,3.0,3.0,1
Ses02F_script01_1_M011,[086.3500-097.8000]:,why shouldn t he dream of him and walk the night waiting for him do we contradict him do we say straight out that we don t have any hope anymore that we haven t had hope for year now,ang,2.0,3.5,4.5,2
Ses02F_script01_1_F012,[096.4800-098.7100]:,you can t say that to him,fru,2.0,2.5,4.0,1
Ses02F_script01_1_M012,[098.2200-100.1600]:,we ve got to say it to him,fru,2.5,3.5,4.0,1
Ses02F_script01_1_F013,[099.8800-102.4300]:,can you prove it how can you prove it,fru,2.5,4.0,3.5,1
Ses02F_script01_1_M013,[102.0900-107.1800]:,for god sake it s been three year nobody come back after three year it s insane,ang,2.0,3.5,4.0,2
Ses02F_script01_1_F014,[106.4100-116.2200]:,to you it is and to me but not to him i mean you can talk yourself blue in the face but he there s no body and no grave so where are you,fru,2.0,3.5,4.0,1
Ses02F_script01_1_M015,[124.8600-131.8100]:,all right all right listen to me you know why i brought annie here don t you,fru,2.0,3.0,3.5,1
Ses02F_script01_1_F017,[134.5400-138.6700]:,i ve got an idea but what s the story,sad,2.5,3.0,2.5,3
Ses02F_script01_1_M017,[139.3100-141.7800]:,i m gonna ask her to marry me,neu,3.0,2.5,3.5,0
Ses02F_script01_1_F018,[142.5200-144.9616]:,well that s only your business chris,neu,2.5,3.0,3.5,0
Ses02F_script01_1_M018,[144.9300-147.7400]:,you know it s not only my business,fru,2.5,2.5,3.5,1
Ses02F_script01_1_F019,[147.2000-150.7800]:,what do you want me to do you re old enough to know your own mind,ang,2.0,3.5,3.5,2
Ses02F_script01_1_M019,[150.8400-152.1600]:,so it s all right then,fru,2.0,3.5,3.5,1
Ses02F_script01_1_M020,[152.1700-153.8100]:,i ll go ahead with it,fru,2.0,3.0,3.5,1
Ses02F_script01_1_M021,[155.7900-158.5800]:,well then it isn t just my business,ang,2.0,3.5,4.5,2
Ses02F_script01_1_F021,[157.8100-159.7500]:,i m just saying that,neu,2.0,3.0,3.5,0
Ses02F_script01_1_M023,[172.7400-174.7600]:,she s not larry s girl,ang,2.0,2.5,3.5,2
Ses02F_script01_1_F023,[173.9000-179.6300]:,from your father s point of view he isn t dead and you ve no right to take his girl,fru,2.0,3.5,4.5,1
Ses02F_script01_1_F024,[179.6600-187.6800]:,and you can go on from there if you know where to go but i don t know where to go see i don t know now what can i do for you,fru,2.0,3.5,4.5,1
Ses02F_script01_1_M024,[187.6800-200.6209]:,i don t know why but every time i reach out for something that i want i have to pull back cause someone else will suffer my whole bloody life time after time after time,fru,1.5,3.5,4.5,1
Ses02F_script01_1_F025,[199.5300-202.2400]:,you re a considerate fellow there s nothing wrong with that,neu,3.5,2.0,3.0,0
Ses02F_script01_1_M025,[201.9800-203.3600]:,to hell with that,ang,1.5,3.0,4.0,2
Ses02F_script01_1_F026,[203.2237-206.3000]:,breathing have you asked annie yet,neu,2.5,3.5,3.5,0
Ses02F_script01_1_F027,[208.3300-212.7334]:,well how do you know she ll marry you maybe she feel the same way your father doe,neu,2.5,3.0,3.0,0
Ses02F_script01_1_M027,[212.7000-225.6616]:,well if she doe then that s the end of it but from her letter i think she s forgotten him i ll find out and then we ll thrash it out with dad right mom don t avoid me,sad,2.0,3.0,4.0,3
Ses02F_script01_1_F028,[225.0100-227.9200]:,trouble is you don t see enough woman,sad,2.0,3.5,3.5,3
Ses02F_script01_1_F029,[227.9500-229.4970]:,you never did,fru,2.0,3.0,3.5,1
Ses02F_script01_1_F030,[231.1923-234.0509]:,i just don t see why it ha to be annie,fru,2.0,4.0,4.0,1
Ses02F_script01_1_M029,[234.3900-235.9700]:,because it is,neu,3.0,2.5,3.5,0
Ses02F_script01_1_F031,[236.3101-244.8300]:,well that s a good answer but it doesn t answer anything i mean you ve been away for at war it s been five year,fru,2.0,3.0,4.0,1
Ses02F_script01_1_M031,[249.5400-253.7100]:,these year when i think of a wife i think of annie what do you want a diagram,fru,2.5,3.5,3.5,1
Ses02F_script01_1_F032,[252.9100-261.3100]:,i don t want a diagram umm he think he s coming back chris you marry that girl and you re pronouncing him dead,fru,1.5,4.0,4.5,1
Ses02F_script01_1_F033,[261.3300-264.8800]:,i mean what s gonna happen to your father do you know i don t,fru,2.0,3.5,4.5,1
Ses02F_script01_1_M032,[263.8700-265.8200]:,all right all right then mom,fru,2.5,3.0,3.5,1
Ses02F_script01_1_F034,[265.5800-268.2700]:,i just give it some more thought,fru,1.5,4.0,3.5,1
Ses02F_script01_1_M033,[268.0638-277.8066]:,i ve given it three year of thought i thought that if i waited dad would forget about larry and we could have a regular wedding and everything happy,fru,2.0,4.0,4.0,1
Ses02F_script01_1_F035,[281.7400-283.6600]:,what the hell is this,sur,2.0,2.5,4.0,5
Ses02F_script01_1_F036,[289.0800-290.7700]:,are you crazy,ang,1.5,3.5,4.0,2
Ses02F_script01_1_M036,[290.2700-293.5400]:,i ve been a good son too long a good sucker i m through with it,ang,1.5,4.0,4.5,2
Ses02F_script01_1_F037,[293.3600-295.8800]:,what about the business what the hell is this,ang,2.0,4.5,4.5,2
Ses02F_script01_1_M037,[295.5400-298.9900]:,the business the business doesn t inspire me,ang,1.5,3.5,4.0,2
Ses02F_script01_1_F038,[298.4100-300.5800]:,must you be inspired,ang,1.5,3.5,4.0,2
Ses02F_script01_1_M038,[299.3700-306.8400]:,yes i like it an hour a day if i m gonna grub for my money all day long at least in the evening i want it beautiful,ang,1.5,4.0,4.5,2
Ses02F_script01_1_M040,[319.9700-322.4800]:,yes on this i would,neu,2.5,2.5,4.0,0
Ses02F_script01_1_F040,[322.4900-325.8319]:,well you don t want to think like that,ang,1.5,3.5,3.5,2
Ses02F_script01_1_M042,[335.1600-338.9700]:,i know i know mom just help me stay here,fru,2.5,3.5,4.0,1
Ses02F_script01_1_F042,[339.2600-343.7600]:,all right just just don t go thinkin that way you hear me,fru,1.5,3.5,4.0,1
Ses02F_script01_1_M043,[343.3500-345.6700]:,i am thinkin that way,neu,2.5,2.5,4.0,0
Ses02F_script01_1_F043,[346.5600-349.8700]:,i don t understand you do i,fru,2.0,2.0,3.0,1
Ses02F_script01_1_M044,[350.0500-353.4300]:,no you don t i m a pretty tough guy,neu,2.5,2.5,3.5,0
Ses02F_script01_1_F044,[353.5200-356.2000]:,i can see that,sad,3.5,2.0,2.5,3
Ses02F_script01_2_M001,[012.5300-015.6600]:,well maybe he just wanted to see her again,neu,3.0,3.3333,3.0,0
Ses02F_script01_2_M002,[018.6200-024.2000]:,what do you mean he lived next door to the girl all his life why wouldn t he want to see her again,neu,3.0,2.6667,3.3333,0
Ses02F_script01_2_M004,[030.2300-032.5100]:,how do you know he s even thinking of it,neu,2.6667,2.6667,2.6667,0
Ses02F_script01_2_F005,[032.3100-034.4600]:,it s got that all about it,ang,2.3333,3.3333,3.6667,2
Ses02F_script01_2_M005,[035.8900-037.6100]:,well so what,neu,3.0,2.6667,2.0,0
Ses02F_script01_2_M006,[039.0100-040.9000]:,now listen kate,neu,3.0,2.6667,2.6667,0
Ses02F_script01_2_M007,[042.9200-044.8600]:,you can t read her mind,neu,3.0,2.0,3.0,0
Ses02F_script01_2_F008,[044.5200-053.5100]:,well then why is she still single i mean new york is full of men why isn t she married probably a hundred people told her she s crazy but she s waited,fru,2.3333,3.3333,3.0,1
Ses02F_script01_2_M008,[053.2100-055.5600]:,how do you know why she s waited,neu,2.6667,1.6667,2.6667,0
Ses02F_script01_2_F009,[054.7100-063.7600]:,she know what i know that s why she s faithful a a rock in my worst moment i think of her waiting and i know again that i m right,fru,2.3333,3.3333,4.0,1
Ses02F_script01_2_M009,[063.9200-066.8200]:,look it s a nice day what are we arguing for,fru,3.0,3.0,2.6667,1
Ses02F_script01_2_M010,[074.4300-076.6800]:,well what do you want me to do about it,fru,2.6667,3.0,2.6667,1
Ses02F_script01_2_F011,[075.5000-084.1200]:,i want you to act like he s coming back both of you don t you think i haven t noticed since she got here i won t stand for any nonsense,fru,1.6667,4.0,3.6667,1
Ses02F_script01_2_M011,[083.8000-085.0700]:,but kate,fru,3.0,2.3333,2.6667,1
Ses02F_script01_2_F012,[084.7600-090.0000]:,because if he s not coming back i ll kill myself i mean laugh laugh at me but,ang,1.6667,3.6667,3.6667,2
Ses02F_script01_2_F013,[090.0300-097.2500]:,but why did that happen the very night she came here she sleep in his room and his memorial break to piece just look look at it,ang,1.6667,4.0,3.6667,2
Ses02F_script01_2_M012,[095.7600-097.4300]:,calm yourself,fru,3.0,2.6667,4.0,1
Ses02F_script01_2_F014,[097.2700-100.9500]:,believe with me joe i can t stand all alone,fru,1.3333,3.3333,3.3333,1
Ses02F_script01_2_M013,[100.2100-102.1200]:,calm yourself,fru,3.0,2.3333,3.0,1
Ses02F_script01_2_F015,[100.9600-106.1200]:,last week a man turned up in detroit missing longer than larry i mean you read it yourself,fru,2.0,4.0,3.0,1
Ses02F_script01_2_M014,[104.9000-107.8200]:,all right all right calm yourself,fru,3.0,3.0,3.6667,1
Ses02F_script01_2_F016,[106.2700-109.4800]:,you above all have to believe,fru,2.0,3.3333,3.6667,1
Ses02F_script01_2_F017,[111.1900-114.2492]:,just just don t stop believing,fru,2.0,2.3333,2.3333,1
Ses02F_script01_2_M016,[114.0000-116.5000]:,what doe that mean me above all,ang,1.6667,3.3333,3.3333,2
Ses02F_script01_2_M017,[116.6100-118.9300]:,look at you look at you shaking,ang,1.6667,3.0,4.0,2
Ses02F_script01_2_F018,[117.9700-119.8700]:,i can t help it,fru,1.6667,3.3333,3.0,1
Ses02F_script01_2_M018,[119.4300-123.8900]:,what have i got to hide what the hell is the matter with you kate,ang,2.0,3.0,4.0,2
Ses02F_script01_3_M001,[019.3800-021.0300]:,you re not sorry you came,neu,3.5,2.5,2.5,0
Ses02F_script01_3_F009,[061.5400-064.1200]:,from her point of view why else would i come,sad,3.0,3.0,3.5,3
Ses02F_script01_3_M010,[100.4000-109.9300]:,you feel it s wrong here don t you this yard this chair i want you to be ready for me i don t want to have to win you away from anything,exc,3.0,3.0,4.0,6
Ses02F_script01_3_F012,[115.7900-118.5420]:,i almost got married two year ago,hap,3.5,2.5,2.5,4
Ses02F_script01_3_F013,[121.0300-123.4500]:,you started to write me and,hap,4.0,3.0,2.5,4
Ses02F_script01_3_F014,[124.8200-126.7000]:,every day since,hap,4.5,3.0,3.5,4
Ses02F_script01_3_F016,[146.2400-154.8400]:,i will never forgive you why did you wait all these year all i did wa sit and wonder if i wa crazy for thinking of you,hap,4.5,5.0,4.5,4
Ses02F_script01_3_M020,[173.5779-176.7000]:,no nothing like that,sad,2.0,2.5,3.5,3
Ses02F_script01_3_F020,[176.8257-185.9200]:,then what s wrong i mean even in your letter there wa some something ashamed,sad,2.5,2.0,3.5,3
Ses02F_script01_3_M021,[186.5800-191.1500]:,yeah i suppose i have been but it s going from me,sad,3.0,2.0,3.5,3
Ses02F_script01_3_F021,[191.1300-193.3241]:,you ve gotta tell me,sad,3.0,3.5,3.5,3
Ses02F_script01_3_M022,[193.8700-196.2000]:,i don t know how to start,sad,2.0,2.5,3.5,3
Ses02F_script01_3_F022,[196.6900-198.6400]:,it wouldn t work this way,sad,2.0,2.0,3.0,3
Ses02F_script01_3_M023,[200.0900-207.2400]:,it s all mixed up with so many other thing you remember overseas i wa in command of a company,sad,2.5,2.5,3.5,3
Ses02F_script01_3_F023,[206.9900-208.4100]:,yeah sure,sad,3.5,2.0,2.5,3
Ses02F_script01_3_M024,[209.2300-211.3800]:,well i lost them,sad,2.0,2.5,3.0,3
Ses02F_script01_3_F024,[211.6000-213.3000]:,how many,sad,3.0,2.5,2.5,3
Ses02F_script01_3_M025,[214.0700-215.6400]:,just about all,sad,2.0,2.0,3.0,3
Ses02F_script01_3_F025,[215.8937-217.6679]:,oh gee,sad,2.0,2.0,3.0,3
Ses02F_script01_3_M026,[218.0900-223.2800]:,it take some time for a guy to toss that off cause they weren t just men,sad,2.5,3.0,4.0,3
Ses02F_script01_3_M027,[224.1600-238.3000]:,for instance one time it had been raining several day and this kid came to me and gave me his last pair of dry sock i put them in pocket it s only a little thing but that s the kind of guy i had,sad,3.0,3.5,4.0,3
Ses02F_script01_3_M028,[238.3700-247.3600]:,they didn t die they killed themselves for each other i mean that exactly a little more selfish and they d have been here today,sad,2.0,3.0,4.0,3
Ses02F_script01_3_M029,[247.9400-261.6500]:,i got this idea watching them go down everything wa being destroyed see but it seemed that there wa one new thing being made a sort of responsibility man for man,sad,3.0,3.5,5.0,3
Ses02F_script01_3_M030,[261.6900-273.3400]:,you know what i mean to show that to bring that onto the earth again like some kind of monument and everyone would feel it standing behind him and it would make a difference to him,sad,3.0,4.0,5.0,3
Ses02F_script01_3_M031,[274.7500-290.0600]:,then i came back and it wa incredible there wa no meaning in it here the whole thing to them seemed like sort of a bus accident i went to work with dad and that rat race again,sad,2.0,3.0,4.5,3
Ses02F_script01_3_M032,[290.3500-307.6700]:,and i felt what you said ashamed somehow cause nobody wa changed at all it seemed to make sucker out of a lot of guy i felt wrong to be alive to open the new bank book drive the new car see the new refrigerator,sad,2.0,3.0,4.5,3
Ses02F_script01_3_M033,[308.7100-320.4500]:,i mean you can take those thing out of a war but when you drive that car you ve gotta know that it came out of the love a man can have for a man you ve gotta be a little better because of it,sad,3.0,3.0,4.5,3
Ses02F_script01_3_M034,[320.8300-330.7300]:,because otherwise all you have is really loot and there s blood on it and i didn t want to take any of it and i guess that included you,sad,2.0,3.0,4.5,3
Ses02F_script01_3_F026,[331.4300-333.6900]:,you still feel that way,sad,2.5,2.0,2.5,3
Ses02F_script01_3_F029,[357.6900-360.0600]:,what ll i do with a fortune,hap,4.5,3.5,3.5,4
Ses02F_script02_1_M000,[005.2900-008.8900]:,what time is it they re supposed to run around midnight,exc,3.5,3.0,3.5,6
Ses02F_script02_1_M001,[008.9000-013.0300]:,this is great isn t it look at the night we ve got here couldn t be better,exc,4.0,3.5,4.0,6
Ses02F_script02_1_M002,[013.0700-019.1800]:,i would have liked to have gone a little further up the coast to get away from the light and the people but i wa afraid we d miss it,exc,3.0,3.5,3.5,6
Ses02F_script02_1_M003,[019.2200-020.3100]:,how you doing,exc,4.0,3.0,3.5,6
Ses02F_script02_1_M004,[021.4000-026.6500]:,is that no is that just foam i can t even tell,exc,3.0,2.5,3.5,6
Ses02F_script02_1_M005,[026.6900-031.4300]:,well i guess we can tell it probably isn t right probably be unmistakable don t you think,exc,4.0,3.5,3.5,6
Ses02F_script02_1_M006,[031.4700-039.6900]:,how you doing aw you know what i forgot i forgot to bring my flashlight oh how could i be so stupid i should ve brought my flashlight,exc,3.0,4.0,4.0,6
Ses02F_script02_1_F001,[039.3900-040.5700]:,what flashlight,neu,2.0,2.5,3.0,0
Ses02F_script02_1_M009,[049.0100-050.5000]:,oh well sure,neu,2.5,2.5,2.0,0
Ses02F_script02_1_M010,[055.3700-062.4000]:,right of course our flashlight mine and yours i mean me flashlight is su flashlight naturally,neu,3.5,3.5,4.0,0
Ses02F_script02_1_M012,[068.1500-072.9000]:,i wonder do they always run during a full moon i can t remember if it wa full last year do you remember,neu,3.0,3.0,3.5,0
Ses02F_script02_1_F005,[072.6900-073.9700]:,yeah,neu,3.0,2.0,2.5,0
Ses02F_script02_1_M013,[074.1600-079.7100]:,you cold do you want my jacket oh we should ve brought the blanket our blanket,neu,4.0,3.5,4.0,0
Ses02F_script02_1_M014,[080.2700-085.8500]:,this is great isn t it a six pack would be just the ticket right now,exc,4.0,3.0,4.0,6
Ses02F_script02_1_M015,[085.9000-091.2500]:,i can t believe i forgot i m like a kid it s amazing i got out of the house with my fly zipped,exc,4.0,4.0,4.0,6
Ses02F_script02_1_M016,[093.4500-098.2100]:,you think they can hear u talk or feel the vibration in the sand when we move around,exc,3.0,3.0,4.5,6
Ses02F_script02_1_M017,[100.6000-102.0300]:,do you want my jacket,neu,2.5,3.5,3.0,0
Ses02F_script02_1_F007,[102.2100-104.8400]:,it s after eleven let s just go home,fru,2.0,2.5,3.5,1
Ses02F_script02_1_M019,[113.3000-114.1900]:,right,neu,3.5,2.5,2.5,0
Ses02F_script02_1_M020,[115.1000-116.6000]:,that s my point too,neu,3.5,2.5,3.0,0
Ses02F_script02_1_M021,[117.8300-124.5900]:,no no that s not my point the point is there s no point in coming down if we just leave don t you want to see it,neu,2.5,3.0,4.0,0
Ses02F_script02_1_M024,[136.8900-143.8500]:,think about the people in kansa they had to get plane ticket and hotel reservation to see this we live forty minute away it s too good to pa up,exc,4.0,3.5,4.0,6
Ses02F_script02_1_F013,[143.1900-150.1900]:,pa up what these little fish swim onto the beach they flop around and swim away and then they die,fru,2.0,4.0,4.5,1
Ses02F_script02_1_M025,[149.6700-159.0000]:,yeah but that moment on the beach is the highlight of their little life all that flopping is laying egg or what do you spawning or mating i mean,exc,3.5,4.0,4.0,6
Ses02F_script02_1_M026,[159.0500-162.0100]:,this is a big night for these guy life s last orgy,exc,3.0,3.5,4.5,6
Ses02F_script02_1_F014,[161.3900-168.6000]:,what are you so excited about i mean it s not a moon landing we re talking about here it s fish it s a fish nobody even eats,fru,2.0,2.5,3.5,1
Ses02F_script02_1_M027,[168.7200-170.3500]:,yeah they do,fru,3.5,3.5,3.5,1
Ses02F_script02_1_F015,[169.8600-171.2700]:,ah augie,fru,2.0,2.5,3.5,1
Ses02F_script02_1_M028,[171.2300-179.6300]:,alright but it s fish that do something that none of the other fish do like the swallow returning to capistrano or the lemming throwing themselves off the cliff,exc,3.5,3.5,4.0,6
Ses02F_script02_1_F016,[185.8000-187.5400]:,i m just not,fru,2.0,3.0,3.5,1
Ses02F_script02_1_M031,[190.2800-194.7800]:,i don t get it the first time we came here you said it wa the best night of your life,neu,2.5,4.0,4.0,0
Ses02F_script02_1_F018,[201.7700-211.4700]:,last year you will also remember our shoe got wet i got sand in my panty you got a sore throat we got in a big fight over nothing and we didn t see the grunions,fru,2.0,4.0,4.0,1
Ses02F_script02_1_M033,[211.4300-213.0800]:,we weren t in a good spot,neu,2.5,3.0,3.0,0
Ses02F_script02_1_F019,[212.7100-214.9300]:,we didn t see them the first time either,neu,2.5,3.0,3.0,0
Ses02F_script02_1_M035,[220.6300-225.0800]:,there is that no that s just seaweed isn t it,exc,2.5,3.5,3.5,6
Ses02F_script02_1_M036,[225.1400-233.2600]:,oh man this is great isn t it i wouldn t miss this for anything here think about this all right i know you re not interested but think about this,exc,4.0,4.0,4.0,6
Ses02F_script02_1_M039,[247.1700-261.5400]:,all a one this time release instinctual little firecracker went off and they all turned and formed a line a long a the california coast and started swimming and they re swimming right now a if that s all that matter,exc,3.5,4.0,4.5,6
Ses02F_script02_1_M040,[261.7400-271.7000]:,it s like single mindedness with no mind it s urgency that s pure urge they don t know what drive them they don t ask it a question or give it a name,exc,3.5,3.5,4.5,6
Ses02F_script02_1_M041,[271.7100-280.1800]:,they just turn a one and start the swim that brings them right here to where we stand for a massive celebration of sex and death,exc,4.0,3.5,4.5,6
Ses02F_script02_1_M042,[280.2100-284.6400]:,ah god i m giving myself goose bump look all my hair are popped up,exc,4.0,4.0,3.5,6
Ses02F_script02_1_M043,[285.9500-287.8700]:,well so what do you think,neu,3.0,3.0,3.0,0
Ses02F_script02_1_F021,[287.6800-289.1700]:,about what,neu,3.5,2.0,3.0,0
Ses02F_script02_1_M044,[288.8000-290.2900]:,what i wa saying,neu,3.0,3.0,3.0,0
Ses02F_script02_2_M000,[004.2700-006.3631]:,well so what do you think,exc,3.5,3.5,3.5,6
Ses02F_script02_2_F000,[006.3300-007.7200]:,about what,neu,2.5,2.0,2.5,0
Ses02F_script02_2_M001,[007.7600-009.0700]:,what i wa saying,neu,3.0,3.5,3.0,0
Ses02F_script02_2_F001,[009.5015-011.2600]:,it s ridiculous,fru,2.5,3.5,2.5,1
Ses02F_script02_2_M002,[011.4400-015.5300]:,it certainly is not it s slightly exaggerated scientific fact,neu,2.5,3.5,4.0,0
Ses02F_script02_2_M003,[021.2400-023.6600]:,well i m not the only one look at all these people,neu,2.5,3.5,3.0,0
Ses02F_script02_2_M005,[038.7300-045.5600]:,carla can i ask you something don t take this wrong but are you having your period,neu,3.0,3.0,2.5,0
Ses02F_script02_2_F005,[045.2100-052.6500]:,god damn it augie don t ask me that i hate it when you ask me that you always ask me that it s insulting,ang,1.5,4.5,4.5,2
Ses02F_script02_2_M006,[051.7900-053.5100]:,well what s bugging you,fru,2.5,3.5,4.0,1
Ses02F_script02_2_F006,[053.2000-057.7000]:,we just have different idea of what this evening is supposed to look like,ang,2.0,4.0,4.0,2
Ses02F_script02_2_M007,[057.5500-067.7200]:,there s nothing to it we come here the grunion arrive they do their little fish business we go ooh ah look at the fish they go home we go home,neu,2.5,4.0,4.0,0
Ses02F_script02_2_F007,[067.3100-070.9800]:,for heaven sake we re not going to see the grunions,fru,1.5,4.0,3.5,1
Ses02F_script02_2_M008,[070.6700-072.0900]:,why not,fru,2.5,3.0,3.0,1
Ses02F_script02_2_F008,[071.7500-075.2300]:,we never do do we i mean have we ever,fru,2.0,4.0,3.5,1
Ses02F_script02_2_M009,[075.0400-077.4500]:,we ve missed them twice that s not ever,neu,2.0,3.0,3.0,0
